x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-82.46833333333333,49.41166666666667,54260,KAPUSKASING A,ON,ONTARIO,ONTARIO,CAN,492442000,-822806000,EST,226.50,6073978,YYU,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2016-01-13 09:00:00,2024-10-02 12:30:01,2016-01-13 09:00:00,2024-10-02 12:30:01,2018-10-29 00:00:00,2024-10-02 00:00:00,,,Y,N,Y
-74.53029666666667,49.77723833333334,54599,CHIBOUGAMAU-CHAPAIS,QC,QUEBEC,QUÉBEC,CAN,494638058,-743149068,EST,381.00,7091410,GCH,73011,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2017-11-22 12:00:00,2024-10-02 12:30:01,2017-11-22 12:00:00,2024-10-02 12:30:01,2017-11-28 00:00:00,2024-10-02 00:00:00,,,Y,N,N
-80.13333333333334,44.233333333333334,4817,RUSKVIEW,ON,ONTARIO,ONTARIO,CAN,441400000,-800800000,EST,472.40,6147229,,,Climate-Staffed,D,1,5,,,,,1985-11-01 00:00:00,2007-11-30 00:00:00,,,1985-11-01 00:00:00,2007-11-30 00:00:00,1986-01-01 00:00:00,2006-12-01 00:00:00,Y,Y,N
-81.68333333333334,42.71666666666667,4824,STRATHBURN,ON,ONTARIO,ONTARIO,CAN,424300000,-814100000,EST,214.90,6148115,,,N/A,,1,9,,,,,1959-01-01 00:00:00,1963-12-01 00:00:00,,,1959-06-01 00:00:00,1963-07-31 00:00:00,1959-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
-80.38333333333334,43.45,4832,WATERLOO WELLINGTON A,ON,ONTARIO,ONTARIO,CAN,432700000,-802300000,EST,317.00,6149387,,,N/A,A,1,1,,,,,1966-06-13 07:00:00,2003-02-25 00:00:00,1966-06-13 07:00:00,2002-10-31 05:00:00,1970-03-01 00:00:00,2003-02-25 00:00:00,1970-01-01 00:00:00,2002-10-01 00:00:00,N,Y,Y
-79.33333333333333,44.0,4843,BRUCES MILL,ON,ONTARIO,ONTARIO,CAN,440000000,-792000000,EST,358.10,615J02G,,,N/A,G,1,9,,,,,1968-12-01 00:00:00,1974-12-01 00:00:00,,,1968-12-01 00:00:00,1974-04-30 00:00:00,1969-01-01 00:00:00,1974-12-01 00:00:00,Y,N,N
-80.08333333333333,43.333333333333336,4847,WESTOVER,ON,ONTARIO,ONTARIO,CAN,432000000,-800500000,EST,259.10,615R457,,,N/A,,1,9,,,,,1967-01-01 00:00:00,1967-12-01 00:00:00,,,1967-10-01 00:00:00,1967-10-31 00:00:00,1967-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
-80.05,43.6,4848,BLUE ACTON,ON,ONTARIO,ONTARIO,CAN,433600000,-800300000,EST,365.80,6150HA7,,,N/A,G,1,8,,,,,1974-01-01 00:00:00,1976-12-01 00:00:00,,,1974-05-01 00:00:00,1976-03-31 00:00:00,1974-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-77.25,43.983333333333334,4863,BLOOMFIELD WEST,ON,ONTARIO,ONTARIO,CAN,435900000,-771500000,EST,90.00,6150816,,,N/A,F,1,7,,,,,1966-01-01 00:00:00,1997-04-30 00:00:00,,,1966-07-01 00:00:00,1997-04-30 00:00:00,1966-01-01 00:00:00,1997-04-01 00:00:00,Y,N,N
-59.5,50.53333333333333,5690,HARRINGTON HARBOUR,QC,QUEBEC,QUÉBEC,CAN,503200000,-593000000,EST,7.60,7043000,,,N/A,F,1,7,,,,,1911-01-01 00:00:00,1978-12-01 00:00:00,1953-01-01 01:00:00,1978-10-31 23:00:00,1911-08-01 00:00:00,1978-10-31 00:00:00,1911-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
-69.23333333333333,49.166666666666664,5695,LABRIEVILLE B2,QC,QUEBEC,QUÉBEC,CAN,491000000,-691400000,EST,198.10,7043542,,,N/A,,1,9,,,,,1960-01-01 00:00:00,1968-12-01 00:00:00,,,1960-03-01 00:00:00,1968-10-31 00:00:00,1960-01-01 00:00:00,1968-12-01 00:00:00,Y,N,N
-70.25,47.5,5703,LES EBOULEMENTS,QC,QUEBEC,QUÉBEC,CAN,473000000,-701500000,EST,267.00,7044292,,,N/A,C,1,4,,,,,1968-10-01 00:00:00,1994-12-01 00:00:00,,,1968-10-01 00:00:00,1994-05-31 00:00:00,1969-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
-64.15,50.28333333333333,5710,MINGAN,QC,QUEBEC,QUÉBEC,CAN,501700000,-640900000,EST,23.20,7044980,,,N/A,G,1,9,,,,,1943-01-01 00:00:00,1981-12-01 00:00:00,,,1943-03-01 00:00:00,1981-09-30 00:00:00,1943-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
-66.2,50.21666666666667,5712,MOISIE,QC,QUEBEC,QUÉBEC,CAN,501300000,-661200000,EST,45.70,7045070,,,N/A,G,1,9,,,,,1966-01-01 00:00:00,1973-12-01 00:00:00,,,1966-08-01 00:00:00,1973-09-30 00:00:00,1966-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
-74.86666666666666,49.78333333333333,6060,OPEMISKA,QC,QUEBEC,QUÉBEC,CAN,494700000,-745200000,EST,314.60,7095740,,,N/A,,1,9,,,,,1955-01-01 00:00:00,1956-12-01 00:00:00,,,1955-05-01 00:00:00,1956-04-30 00:00:00,1955-01-01 00:00:00,1956-12-01 00:00:00,Y,N,N
-76.76666666666667,52.36666666666667,6062,PETIT LAC OPINACA,QC,QUEBEC,QUÉBEC,CAN,522200000,-764600000,EST,,7096007,,,N/A,,1,9,,,,,1960-01-01 00:00:00,1960-12-01 00:00:00,,,1960-06-01 00:00:00,1960-09-30 00:00:00,1960-01-01 00:00:00,1960-12-01 00:00:00,Y,N,N
